1	0
2	3
3	4
4	5
5	5
6	5
7	5
8	6
9	7
10	7
11	8
12	9
13	10
14	10
15	10
16	10
17	10
18	10
19	12
20	12
21	13
22	14
23	15
24	15
25	15
26	15
27	15
28	16
29	18
30	20
31	21
32	22
33	23
34	24
35	25
36	26
37	28
38	28
39	28
40	29
41	30
42	31
43	31
44	32
45	32
46	32
47	32
48	34
49	34
50	36
51	37
52	37
53	38
54	38
55	38
56	38
57	40
58	40
59	40
60	41
61	42
62	43
63	44
64	45
65	46
66	46
67	46
68	47
69	48
70	48
71	48
72	48
73	48
74	48
75	48
76	48
77	49
78	50
79	52
80	53
81	54
82	55
83	56
84	57
85	59
86	59
87	61
88	63
89	63
90	63
91	64
92	63
93	65
94	67
95	68
96	69
97	70
98	71
99	72
100	72
101	74
102	74
103	75
104	76
105	77
106	78
107	79
108	79
109	81
110	83
111	85
112	85
113	85
114	85
115	86
116	87
117	89
118	89
119	91
120	92
121	93
122	94
123	95
124	96
125	97
126	97
127	99
128	100
129	100
130	100
131	100
132	100
133	100
134	99
135	99
136	100
137	101
138	102
139	103
140	104
141	105
142	106
143	107
144	107
145	108
146	109
147	109
148	111
149	111
150	111
151	111
152	111
153	111
154	111
155	112
156	112
157	112
158	114
159	114
160	114
161	114
162	113
163	113
164	114
165	115
166	116
167	117
168	118
169	119
170	119
171	120
172	121
173	121
174	121
175	123
176	124
177	125
178	126
179	126
180	126
181	126
182	126
183	126
184	128
185	128
186	129
187	130
188	131
189	131
190	130
191	131
192	131
193	131
194	131
195	131
196	131
197	131
198	131
199	131
200	131
201	131
202	132
203	132
204	132
205	132
206	133
207	134
208	135
209	135
210	134
211	135
212	136
213	137
214	137
215	137
216	137
217	137
218	137
219	137
220	137
221	137
222	138
223	139
224	140
225	141
226	141
227	141
228	141
229	141
230	142
231	143
232	144
233	144
234	144
235	144
236	144
237	145
238	146
239	147
240	147
241	148
242	148
243	148
244	150
245	150
246	150
247	150
248	151
249	152
250	152
251	152
252	152
253	152
254	153
255	154
256	156
257	156
258	157
259	157
260	158
261	160
262	161
263	162
264	163
265	164
266	166
267	167
268	167
269	168
270	168
271	168
272	168
273	168
274	168
275	169
276	170
277	170
278	170
279	170
280	169
281	170
282	170
283	170
284	171
285	172
286	174
287	175
282
0.171250581741333s
