1	0
2	3
3	4
4	5
5	6
6	7
7	7
8	7
9	7
10	7
11	7
12	7
13	7
14	7
15	8
16	9
17	10
18	11
19	12
20	13
21	14
22	15
23	15
24	17
25	19
26	19
27	21
28	21
29	23
30	23
31	23
32	25
33	25
34	27
35	27
36	29
37	31
38	31
39	32
40	33
41	34
42	35
43	36
44	37
45	38
46	39
47	40
48	41
49	42
50	43
51	44
52	45
53	46
54	47
55	48
56	49
57	50
58	51
59	52
60	53
61	54
62	55
63	56
64	57
65	58
66	59
67	60
68	61
69	62
70	63
71	65
72	65
73	64
74	64
75	64
76	64
77	64
78	64
79	64
80	63
81	63
82	63
83	63
84	63
85	65
86	65
87	64
88	64
89	64
90	64
91	64
92	64
93	66
94	66
95	66
96	66
97	66
98	65
99	65
100	65
101	65
102	67
103	69
104	69
105	69
106	69
107	68
108	68
109	68
110	68
111	68
112	70
113	70
114	70
115	70
116	70
117	70
118	69
119	69
120	71
121	71
122	71
123	71
124	71
125	70
126	70
127	70
128	70
129	70
130	70
131	70
132	69
133	69
134	71
135	72
136	73
137	74
138	75
139	76
140	77
141	78
142	79
143	80
144	81
145	82
146	83
147	84
148	85
149	86
150	87
151	88
152	89
153	90
154	91
155	92
156	93
157	94
158	95
159	96
160	97
161	98
162	99
163	100
164	101
165	102
166	103
167	104
168	105
169	106
170	107
171	108
172	109
173	110
174	111
175	112
176	113
177	114
178	115
179	116
180	117
181	118
182	119
183	120
184	121
185	122
186	123
187	124
188	125
189	126
190	127
191	128
192	129
193	130
194	131
195	132
196	133
197	134
198	135
199	136
200	137
201	138
202	139
203	140
204	141
205	142
206	143
207	143
208	143
209	143
210	143
211	143
212	143
213	143
214	145
215	147
216	147
217	147
218	149
219	149
220	150
221	150
222	152
223	153
224	153
225	153
226	155
227	157
228	157
229	158
230	158
231	158
232	159
233	159
234	161
235	161
236	161
237	161
238	161
239	161
240	161
241	161
242	163
243	165
244	165
245	165
246	167
247	167
248	168
249	168
250	170
251	171
252	171
253	171
254	171
255	171
256	171
257	171
258	171
259	173
260	173
261	173
262	175
263	176
264	176
265	178
266	178
267	178
268	179
269	181
270	181
271	181
272	183
273	183
274	183
275	183
276	183
277	183
278	183
279	183
280	183
281	183
282	183
283	183
284	183
285	185
286	185
287	185
288	187
289	188
290	188
291	188
292	190
293	190
294	191
295	193
296	193
297	193
298	195
299	195
300	195
301	195
302	195
303	195
304	195
305	195
306	196
307	198
308	198
309	199
310	199
311	201
312	201
313	201
314	203
315	205
316	205
317	205
318	205
319	205
320	205
321	205
322	205
323	207
324	207
325	208
326	208
327	208
328	209
329	209
330	211
331	213
332	213
333	213
334	214
335	216
336	216
337	217
338	217
339	219
340	219
341	219
342	221
343	223
344	223
345	223
346	223
347	223
348	223
349	223
350	223
351	224
352	225
353	226
354	226
355	227
356	228
357	229
358	230
359	231
360	232
361	233
362	234
363	235
364	236
365	237
366	238
367	238
368	239
369	240
370	241
371	242
372	243
373	244
374	245
375	246
376	247
377	248
378	249
379	250
380	251
381	252
382	253
383	254
384	255
385	256
386	257
387	258
388	259
389	260
390	261
391	262
392	263
393	264
394	265
395	266
396	266
397	267
398	268
399	269
400	270
401	271
402	271
403	272
404	273
405	274
406	275
407	276
408	277
409	278
410	279
411	280
412	281
413	282
414	283
415	284
416	285
417	286
418	287
419	288
420	289
421	289
422	290
423	291
424	292
425	293
426	293
427	294
428	295
429	296
430	297
431	298
432	299
433	300
434	301
435	302
436	303
437	304
438	305
439	306
440	307
441	308
442	309
443	310
444	311
445	312
446	313
447	314
448	315
449	316
450	317
451	317
452	318
453	319
454	320
455	321
456	322
457	323
458	324
459	325
460	326
461	327
462	327
463	327
464	328
465	329
466	330
467	331
468	332
469	333
470	334
471	335
472	336
473	337
474	337
475	338
476	339
477	340
478	341
479	342
480	343
481	344
482	345
483	346
484	347
485	348
486	349
487	350
488	351
489	352
490	353
491	354
492	355
493	356
494	357
495	358
496	359
497	360
498	361
499	361
500	362
501	363
502	364
503	365
504	365
505	366
506	367
507	368
508	369
509	370
510	371
511	372
512	373
513	374
514	375
515	376
516	377
517	378
518	379
519	380
520	381
521	382
522	383
523	383
524	384
525	385
526	386
527	387
528	388
529	388
530	389
531	390
532	391
533	392
534	393
535	394
